Nhãn,Name,Numbers of Comment,Features,Rating,Numbers of Rating,Price,Loại card đồ họa,Loại CPU,Dung lượng RAM,Loại RAM,Số khe ram,Ổ cứng,Chất liệu,Bảo mật,Màn hình cảm ứng,Chất liệu tấm nền,Kích thước màn hình,Độ phân giải màn hình,Công nghệ màn hình,Webcam,Khe đọc thẻ nhớ,Hệ điều hành,Wi-Fi,Bluetooth,Công nghệ âm thanh,Tính năng đặc biệt,Pin,Kích thước,Trọng lượng,Cổng giao tiếp,Tần số quét,Loại đèn bàn phím,Hãng sản xuất,Unnamed: 34,Unnamed: 5,Loại màn hình,Unnamed: 31,Socket,Độ phân giải
Gaming,Laptop Asus TUF Gaming F15 FX507ZU4-LP054W,0,"Sở hữu CPU Intel Core i7 12700H cùng card đồ họa rời NVIDIA GeForce RTX 4050 6 GB mạnh mẽ, từ đó cho khả năng chơi game ở mức cấu hình cao
RAM 16 GB cho phép bạn sử dụng đa nhiệm mượt mà, mà không lo bị giật lag làm gián đoạn
Ổ cứng SSD 512 GB tối ưu tốc độ khởi động Windows và ứng dụng
Màn hình 15.6 inch Full HD cho bạn khung hình rộng lớn, mọi chi tiết đều được tái tạo sắc nét
Tấm nền IPS 144 Hz cho khung hình chuyển động nhanh để bạn chiến game thêm hưng phấn
",,,27.990.000₫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinh vien,Laptop Asus Vivobook 16 M1605YA-MB303W,0,"Sở hữu màn hình kích thước 16 inch WUXGA cho hình ảnh rõ nét với màu sắc và gam màu phong phú
CPU AMD Ryzen 7 7730U có thể xử lý đa nhiệm các chương trình đòi hỏi hiệu suất cao một cách hiệu quả
Đồ họa AMD Radeon cải thiện đáng kể đầu ra hình ảnh và tăng cường hiệu suất tổng thể
RAM 16 GB cùng ổ cứng 512 GB SSD rộng rãi, lưu trữ nhiều file, tài liệu
Bàn phím Chiclet tích hợp cảm biến vân tay hỗ trợ bảo mật thông tin hiệu quả
",,,Giá Liên Hệ,AMD Radeon Graphics,"AMD Ryzen 7 7730U (2.0GHz, 8 lõi / 16 luồng, 16MB cache, up to 4.5 GHz max boost)",16GB,DDR4,2 khe (8GB DDR4 Onboard + 8GB DDR4 SO-DIMM),512GB M.2 NVMe PCIe 3.0 SSD,Vỏ nhựa,"McAfee LiveSafe 30 ngày dùng thử miễn phí
Cảm biến vân tay tích hợp Touchpad
McAfee LiveSafe
Khởi động BIOS Bảo vệ mật khẩu người dùng
Mật khẩu người dùng thiết lập BIOS
Mô-đun nền tảng đáng tin cậy (Firmware TPM)",Không,Tấm nền IPS,16 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits
Độ phủ màu 45% NTSC
Màn hình chống chói
TÜV Rheinland-certified",720p HD với màn trập camera,,Windows 11 Home,Wi-Fi 6E (802.11ax) (Dual band) 1*1,Bluetooth 5.3,"SonicMaster
Loa tích hợp
Micrô mảng tích hợp","Ổ cứng SSD, Wi-Fi 6, Bảo mật vân tay","42WHrs, 3S1P, 3-cell Li-ion",35.87 x 24.95 x 1.99 ~ 1.99 cm (W x H x D),1.88 kg,"1x USB 2.0 Type-A
1x USB 3.2 Gen 1 Type-C hỗ trợ sạc
2x USB 3.2 Gen 1 Type-A
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x DC-in",60 Hz,,,,,,,,
Van phong,Laptop Lenovo IdeaPad Flex 5 14IAU7 82R700JLVN,1,"Sở hữu thiết kế tinh tế với tone màu xám đẹp mắt
Cân mọi tác vụ học tập, văn phòng với CPU Intel i5-1235U
Màn hình cảm ứng 14 inch 2.2K cực sắc nét hỗ trợ học tập, làm việc, sáng tạo thỏa thích
RAM 16GB đa nhiệm cùng ổ cứng 512GB rộng rãi hỗ trợ lưu trữ nhiều file, tài liệu học tập
Trang bị đầy đủ cổng kết nối giúp truyền tải dữ liệu nhanh chóng
",,,Giá Liên Hệ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaming,Laptop Lenovo Legion Slim 5 16IRH8 82YA008HVN,0,"Sở hữu thiết kế vượt trội với đường nét Gaming táo bạo
Màn hình 16 inch WQXGA cùng màn hình chống chói hỗ trợ hiển thị sắc nét
CPU Intel Core i7-13700H mạnh mẽ cân mọi tựa game hay các tác vụ đồ họa nặng
Card đồ họa NVIDIA GeForce RTX 4050 chơi mọi game nặng với chỉ số FPS cao
RAM 16GB cùng ổ cứng 512GB SSD cho không gian lưu trữ rộng rãi, mở máy cực nhanh
",,,Giá Liên Hệ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaming,Laptop Alienware X14 R1,0,"Sở hữu độ phủ gam màu 100% DCI-P3 và độ sáng lên tới mức 400 nits cung cấp đủ độ chính xác màu tuyệt đối
Xử lý các tác vụ đồ họa chuyên nghiệp một cách trơn tru với Intel Core i7 Tiger Lake 14 nhân 20 luồng
cho khả khả năng chơi mượt các tựa game AAA và Esports với card đồ họa NVIDIA GeForce RTX 3050Ti
Sử dụng công nghệ Cyro-Tech độc quyền của Dell, cho khả năng tản nhiệt mát mẻ
",,,Giá Liên Hệ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinh vien,Laptop Asus Zenbook S 13 Oled UX5304VA-NQ126W,0,"Sở hữu chip I7-1355U giúp xử lý tốt các tác vụ văn phòng cùng như chỉnh sửa ảnh nhẹ
Trang bị RAM khủng 32GB hỗ trợ bạn mở vài chục tab mà không lo giật lag
Không gian ổ cứng siêu khủng với dung lượng SSD 1TB giúp bạn không lo lắng về việc lưu trữ dữ liệu
Màn hình 13.3 inch có độ phân giải 2.8K giúp bạn có những phút giây trải nghiệm hình ảnh chân thật, sống động
Sở hữu thiết kế nhỏ gọn, sang trọng, chỉ 1kg, là người bạn đồng hành của bạn khi đi chơi hay đi làm đều thích hợp
",,,Giá Liên Hệ,Intel Iris Xe Graphics,"Intel Core i7-1355U ( up to 5.0 GHz, 10 lõi/ 12 luồng, 12MB Cache)",32GB,LPDDR5 onboard,,SSD 1TB GB M.2 NVMe PCIe 4.0,,,Không,Tấm nền OLED/AMOLED,13.3 inches,2880 x 1800 pixels,"Thời gian phản hồi 0.2ms
Độ sáng tối đa 550nits HDR
Độ phủ màu 100% DCI-P3
Trang bị 1.07 tỷ màu
Màn hình chăm sóc mắt SGS
Màn hình sáng bóng
Giảm 70% ánh sáng xanh",720p HD camera,Không,Windows 11 Home,Wi-Fi 6E,Bluetooth 5,,"Ổ cứng SSD, Wi-Fi 6",63WHrs 4Cell,29.62 x 21.63 x 1.09 ~ 1.18 cm,1kg,"1 x USB 3.2 Gen 2 Type-A
2 x Thunderbolt 4
1 x HDMI 2.1 TMDS
1x Jack cắm tai nghe 3.5mm",60Hz,Có đèn nền bàn phím,ASUS,,,,,,
Sinh vien,Laptop HP Pavilion 15-EG2059TU 6K789PA,0,"Thiết kế trẻ trung, năng động - khối lượng chỉ 1.75kg
Hiệu năng mạnh mẽ, hoạt động mượt mà - Chip i5-1240P (4 nhân P-Core và 8 nhân E-Core)
8GB Ram cho phép máy hoạt động ổn định, không giật lag
Cổng kết nối đa dạng 1 USB Type-C, 2 USB Type-A
",,,Giá Liên Hệ,,Intel® Core™ i5-1240P,8GB,8GB DDR4 3200MHz (2 x 4GB),,256 GB PCIe® NVMe™ M.2 SSD,,,,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),"IPS, micro-edge, BrightView, 250 nits, 45% NTSC",,,Windows 11 Home,MediaTek Wi-Fi 6 MT7921 (2x2),v5.2,,"Ổ cứng SSD, Wi-Fi 6","3-cell, 41 Wh Li-ion",36.02 x 23.4 x 1.79 cm,1.74 kg,"1 SuperSpeed USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge)
2 SuperSpeed USB Type-A 5Gbps signaling rate
1 HDMI 2.1
1 headphone/microphone combo",,,HP,,,,Intel Iris Xe Graphics,,
Gaming,Laptop Alienware X14 R1,0,"Sở hữu độ phủ gam màu 100% DCI-P3 và độ sáng lên tới mức 400 nits cung cấp đủ độ chính xác màu tuyệt đối
Xử lý các tác vụ đồ họa chuyên nghiệp một cách trơn tru với Intel Core i7 Tiger Lake 14 nhân 20 luồng
cho khả khả năng chơi mượt các tựa game AAA và Esports với card đồ họa NVIDIA GeForce RTX 3050Ti
Sử dụng công nghệ Cyro-Tech độc quyền của Dell, cho khả năng tản nhiệt mát mẻ
",,,Giá Liên Hệ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinh vien,Laptop LG Gram 2023 17ZD90R-G.AX73A5,0,"Chip i7-1360P cùng  Intel Iris Xe Graphics giúp bạn dễ dàng xử lý các công việc văn phòng
RAM 16GB kết hợp cùng ổ cứng SSD 256GB + 1 khe cắm giúp bạn dễ dàng lưu trữ dữ liệu
Màn hình 17inch có độ phân giải WQXGA và độ phủ màu DCI-P3 lên đến 99% cho hình ảnh được hiển thị rõ nét
Tích hợp Webcam IR FHD IR có hai micrô cho phép bạn thoải mái trò chuyện, video cùng mọi người
Thiết kế mỏng nhẹ, sang trọng, trọng lượng chỉ 1.350kg cho phép bạn cất giữ trong balo
",,,38.990.000 đ,Intel Iris Xe Graphics,"Intel Core i7-1360P 2.2 GHz (up to 5.0 GHz, 18MB, 12 lõi/luồng)",16GB,LPDDR5 6000MHz,1 thanh RAM 16GB,256GB SSD NVMe Gen 4 (1 khe cắm SSD M.2 trống),Vỏ kim loại,"Bảo mật SSD
fTPM/HW TPM",Không,Tấm nền IPS,17 inches,2560 x 1600 (WQXGA),"Màn hình chống chói
Độ sáng 350nits
Tần số quét 60Hz
Độ phủ màu DCI-P3 99%",Webcam IR FHD IR có 2 micrô,,Không hệ điều hành,Intel Wireless-AX211,BT 5.1,Âm thanh HD cùng với Dolby Atmos,"Ổ cứng SSD, Wi-Fi 6",80 Wh Li-Ion,378.8 x 258.8 x 17.8 mm (Dài x Rộng x Cao),1.35 kg,"1x Jack cắm tai nghe
2x USB 4 Gen3x2 Type C
1x DC-in
2x USB 3.2 Gen2x1
1x HDMI",60Hz,,,,,,,,
Sinh vien,Laptop Dell Inspiron 16 5620 N5620-i5P165W11SLU,1,"Thoải mái xử lý các công việc hay giải trí thỏa thích mà vẫn tiết kiệm được năng lượng với con chip i5-1240P
RAM 16GB cùng ổ cứng 512GB không còn lo giật lag, bộ nhớ siêu khủng, truy xuất dữ liệu nhanh chóng
Dễ dàng hoàn thành các tác vụ văn phòng cơ bản cùng học tập qua card đồ họa Intel Iris Xe
Vẻ ngoài bắt mắt với màn hình siêu lớn 16 inches - xem phim thỏa thích
Trọng lượng lap 1.8 kg - thuận tiện mang theo, dễ dàng cầm nắm
Có sẵn hệ điều hành Windows 11 Home bản quyền
",,,Giá Liên Hệ,,Intel Core i5-1240P,16GB,16GB (2x8GB) DDR4 3200MHz,2 khe,512GB M.2 PCIe NVMe SSD,,,Không,,16 inches,1920 x 1200 pixels (FullHD+),"Tần số quét 60Hz, 16:10, 250nits",1080p 30 fps FHD camera,,Windows 11 Home,802.11ac 1x1 WiFi,v5.2,2 loa,"Ổ cứng SSD, Wi-Fi 6",4 cell - 54Whr,35.68 x 25.19 x 1.79 cm,1.8 kg,"1 x USB Type C
2 x USB 3.2
1 HDMI 1.4 port
1 Audio jack",,,Dell,,,,Intel Iris Xe Graphics,,
Van phong,Laptop LG Gram 2023 14Z90R-G.AH53A5,0,"Chip i5-1340P cùng card đồ họa Intel Iris Xe Graphics giúp bạn thực hiện tốt các công việc văn phòng và giải trị nhẹ
Ram 16GB cùng ổ cứng 256GB kết hợp với 1 khe trống giúp bạn lưu trữ được nhiều thông tin, dữ liệu
Màn hình 14.0 inches cùng độ phủ màu DCI-P3 lên đến 99% đem lại chất lượng hình ảnh, video rõ nét
Âm thanh HD kết hợp cùng Dolby Atmos giúp bạn có những giây phút trải nghiệm âm nhạc chân thật, sống động
Thiết kế laptop mỏng nhẹ, sang trọn, trọng lượng chỉ 999g, thích hợp cho bạn mang theo bên mình
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van phong,Laptop MSI Modern 15 B7M-098VN,3,"Sở hữu thiết kế mỏng nhẹ vô cùng sang trọng cùng trọng lượng chỉ 1.75 kg
CPU AMD Ryzen 7-7730U mạnh mẽ cân mọi tác vụ học tập, văn phòng
Card đồ họa AMD Radeon Graphics nâng cao hiệu suất công việc cho đến chơi game giải trí nhẹ
RAM 8GB cùng ổ cứng 512 GB rộng rãi, hỗ trợ lưu nhiều file, tài liệu
Màn hình 15.6 inch rộng lớn giúp mọi thông tin được hiển thị chi tiết
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinh vien,Laptop Asus VivoBook Go 14 E1404FA-NK113W,12,"Sở hữu thiết kế sang trọng, màu bạc sáng bóng dễ dàng thu hút mọi người
CPU R3-7320U giúp bạn thực hiện các tác vụ văn phòng một cách tối đa
RAM 8GB hỗ trợ lướt web cực nhanh, mở nhiều tab không lo giật lag
Ổ cứng 256GB SSD giúp bạn lưu trữ không gian cực lớn
Trang bị cảm biến vân tay giúp bạn có thể mở máy tính nhanh chóng
",,,8.990.000 đ,AMD Radeon Graphics,"AMD Ryzen 3 7320U (4MB cache, up to 4.1 GHz, 4 lõi/8 luồng)",8GB,LPDDR5 onboard,,SSD 256GB M.2 NVMe PCIe 3.0,,"McAfee LiveSafe 30 ngày dùng thử miễn phí
Cảm biến vân tay tích hợp với Touchpad",Không,,14 inches,1920 x 1080 pixels (FullHD),"Độ sáng tối đa 250nits
Độ phủ màu 45% NTSC
Màn hình chống chói",720p HD với màn trập camera,,Windows 11 Home,Wi-Fi 6E(802.11ax),Bluetooth 5,"SonicMaster
Loa tích hợp
Micrô mảng tích hợp","Ổ cứng SSD, Wi-Fi 6, Bảo mật vân tay","42WHrs, 3S1P, Li-ion 3 cell",32.45 x 21.39 x 1.79 ~ 1.79 cm (W x H x D),1.38 kg,"1x USB 2.0 Type-A
1x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 1 Type-C
1x HDMI 1.4
1 x Jack cắm tai nghe 3.5 mm
1x Đầu vào DC",60 Hz,,ASUS,,,Màn hình,,,
Gaming,Laptop Asus Vivobook 14X OLED K3405VC-KM006W,6,"Sử dụng chip I5-13500H cùng card đồ họa NVIDIA RTX 3050 cho phép bạn thỏa thích trải nghiệm các tựa game nặng và giải quyết tốt các tác vụ văn phòng
Màn hình 14 inch cùng độ phủ màu DCI-P3 100% cho phép bạn trải nghiệm hỉnh ảnh sắc nét, chân thật
Dung lượng RAM 16GB cùng ổ cứng SSD 512GB cho bạn một không gian lưu trữ dữ liệu lớn
Thiết kế laptop mỏng nhẹ, trọng lượng chỉ 1.4kg kết hợp cùng màu bạc chắc hẳn là món đồ được nhiều bạn mang theo bên mình
",,,24.290.000₫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinh vien,Laptop HP 245 G9 6L1N8PA,7,"Phù hợp sinh viên - nhân viên văn phòng với thiết kế mỏng nhẹ, màn hình 14 inch Full HD
Cân mọi tác vụ học tập, văn phòng với CPU AMD Ryzen 5-5625U
RAM 8 GB đa nhiệm hỗ trợ mở hàng chục tab duyệt web mà không lo lag, giật
Ổ cứng 256GB SSD thoải mái lưu trữ mọi file, dữ liệu học tập
Camera HD hỗ trợ hình ảnh sắc nét trong các buổi họp, call video, meet,...
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van phong,Laptop Lenovo Ideapad Slim 5 14IAH8 83BF002NVN,44,"Sở hữu thiết kế tinh tế với lớp vỏ nhôm sáng bóng, sang trọng
Màn hình 14 inch WUXGA cực sắc nét, hỗ trợ làm việc, giải trí dễ dàng
CPU Intel Core i5-12450H mạnh mẽ, giải quyết nhanh mọi tác vụ học tập, văn phòng
RAM 16GB cùng ổ cứng 512GB SSD đa nhiệm, mở máy, mở ứng dụng cực nhanh
Độ sáng lên đến 300nits hỗ trợ làm việc ở nơi có ánh sáng yếu
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinh vien,Laptop MSI Modern 15 B7M-098VN,3,"Sở hữu thiết kế mỏng nhẹ vô cùng sang trọng cùng trọng lượng chỉ 1.75 kg
CPU AMD Ryzen 7-7730U mạnh mẽ cân mọi tác vụ học tập, văn phòng
Card đồ họa AMD Radeon Graphics nâng cao hiệu suất công việc cho đến chơi game giải trí nhẹ
RAM 8GB cùng ổ cứng 512 GB rộng rãi, hỗ trợ lưu nhiều file, tài liệu
Màn hình 15.6 inch rộng lớn giúp mọi thông tin được hiển thị chi tiết
",,,13.490.000 đ,,AMD Ryzen 7-7730U,8GB,DDR4-3200 Onboard,,"512 GB,1x M.2 SSD slot (NVMe PCIe Gen3)",,,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),,HD type (30fps@720p),,Windows 11 Home,,,2x 2W Speaker,Ổ cứng SSD,3-Cell 39.3 / 53.8 Battery (Whr),359 x 241 x 19.9 mm (W x D x H),1.75 kg,"1x Type-C USB3.2 Gen2 (Sạc PD)
1x Type-A USB3.2 Gen2
2x Type-A USB2.0
1x Đầu đọc thẻ Micro SD
1x HDMI 2.1 (4K @ 60Hz)
1x Mic-in/Headphone-out Combo Jack",,Đèn nền trắng,,,,,AMD Radeon Graphics,,
Gaming,Laptop Gigabyte MF F2VN333SH,6,"CPU intel Core i5-12450H cho phép thực hiện các tác vụ hàng ngày nhanh chóng và mượt mà
GPU GeForce RTX4050 cho hiệu suất tối thượng cho game thủ và nhà sáng tạo video
Màn hình 15.6 inch IPS 144Hz mang đến màu sắc chơi game chân thực
RAM 8GB cùng ổ cứng 512GB SSD hỗ trợ máy máy nhanh chóng, lưu trữ thoải mái
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinh vien,Laptop HP Pavilion 15-EG1040TU 5Z9V3PA,0,"Mang cấu hình vừa phải Intel Core i5-1155G7 hỗ trợ giải quyết nhanh gọn các tác vụ văn phòng Word, Excel,...
Xử lý tốt các tác vụ đồ họa, chỉnh sửa hình ảnh trên PTS, AI... cực mướt với card Intel Iris Xe Graphics.
RAM 8 GB cho phép chuyển đổi qua lại nhiều ứng dụng cùng lúc.
256 GB SSD cho không gian lưu trữ tài liệu, hình ảnh, file dung lượng lớn,... Kèm ổ cứng SSD giúp khởi động máy hay mở ứng dụng chỉ trong vài giây.
Máy đi kèm hệ điều hành Windows 11 Home cho phép bạn tận hưởng nhiều ứng dụng thông minh được cập nhật.
",,,Giá Liên Hệ,,Intel Core i5-1155G7,8GB,DDR4,2 khe,256GB SSD,,,,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),,HP Wide Vision 720p HD camera,,Windows 11 Home,Realtek Wi-Fi 6,Bluetooth 5.2,Dual speakers (Audio by B&O),,3 Cell (41Wh),36.02 x 23.4 x 1.79 cm,1.74 kg,,,,,,,,Intel Iris Xe Graphics,,
Gaming,Laptop MSi Gaming GF63 11UC 443VN,38,"""- Chip I5-11400H cùng card RTX 3050 cho khả năng chiến các tựa game nặng, chỉnh sửa video và đồ hoạ 3D mượt mà.
Ram 8GB với 1 khe cắm có thể nâng cấp tối đa lên 64GB cùng ổ cứng SSD 512GB - cho khả năng đa nhiệm vượt trội, thời gian load ứng dụng nhanh chóng.
Loa tích hợp Dolby Atmos - mang lại trải nghiệm giải trí chân thật.
Màn hình 15.6 inches 60Hz mang lại chất lượng hiện thị sắc nét.
Trọng lượng 2.3 kg cho cảm giác cầm chắc tay.
Máy đi kèm Windows 10 Home bản quyền.""
",,,17.990.000₫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van phong,Laptop Huawei Matebook 14,104,"Đa nhiệm tốt - 16GB ram giúp máy hoạt động mượt mà cả khi mở nhiều ứng dụng
Hiệu năng ổn định - chip AMD R5500u cân tốt các tác vụ văn phòng, chỉnh sửa hình ảnh nhẹ nhàng
Thiết kế sang trọng với vỏ kim loại cao cấp
Chất lượng hiển thị đỉnh cao với màn hình 2K cùng công nghệ giàm ánh sáng xanh
Trang bị micro đàm thoại giúp mọi cuộc trò chuyện trở nên dễ dàng hơn
",,,17.990.000₫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinh vien,Laptop Vaio FE 14 VWNC51427-BL,1,"Mang thiết kế mới mẻ với lớp áo xanh dương thời thượng
Màn hình 14.1 inch Full HD giúp hiển thị sắc nét, màu sắc chân thực
CPU Intel Core i5-1235U mạnh mẽ cân mọi tác vụ học tập, văn phòng
RAM 8GB chuẩn DDR4 hỗ trợ duyệt web nhanh chóng mà không lo lag, giật
Không gian lưu trữ rộng rãi giúp lưu trữ nhiều tệp, tài liệu với ổ cứng 512 GB 
",,,14.990.000 đ,Intel Iris Xe Graphics,"Intel Core i5 - 1235U Gen 12 (up to 4.4 GHz, 12 MB)",8GB,DDR4,,512 GB,,,Không,Tấm nền IPS,14.1 inches,1920 x 1080 pixels (FullHD),,2 MP,,Windows 11 Home,Wi-Fi 6 (802.11ax),,,"Ổ cứng SSD, Wi-Fi 6, Bảo mật vân tay",55 Wh,,,"1x RJ45 (Gigabit)
1x HDMI
2x USB Type-A (USB 3.1 / USB 3.2 Gen 1)
1x USB Type-A (USB 2.0)
1 x USB-C (Không xác định)",,,,,,Màn hình,,,
Sinh vien,Laptop Lenovo Thinkpad T470S,0,"Sở hữu thiết kế thời thượng với trọng lượng mỏng nhẹ chỉ 1.3 kg
CPU Intel Core i7 7600U mạnh mẽ dễ dàng thực hiện các tác vụ làm việc văn phòng
Card Intel HD Graphics 620 đủ mạnh để chạy các ứng dụng, game nhẹ
RAM 24 GB DDR4 có thể chạy các ứng dụng thông thường một cách nhanh chóng và hiệu quả
Ổ cứng 1TB PCIe NVMe SSD đáp ứng được nhu cầu lưu trữ dữ liệu cơ bản
",,,Giá Liên Hệ,,Intel Core i7-7600U,24GB,DDR4,,1TB PCIe NVMe SSD,,,,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),,Webcam HD 720p,,Windows 10 Pro,WiFi 802.11 ac,Bluetooth 4.1 Combo,"Dolby Advanced Audio
Loa âm thanh nổi",Ổ cứng SSD,Lên đến 10.5 giờ,331 x 226.8 x 18.8 mm (W x D x H),1.3 kg,"3x USB 3.0
1x USB Type-C
1x 3.5 mm Combo Audio Jack
1x HDMI
1x RJ45 Gigabit LAN
1x Đế cắm CS13
1x Đầu đọc thẻ nhớ (SD 3.0, UHS-I)
1x Đầu đọc thẻ thông minh (tùy chọn)
1x Micro SIM",,,,,,Màn hình,Intel HD Graphics 620,,
Van phong,Laptop Asus VivoBook 14 X1404VA-NK124W,0,"Thiết kế vỏ nhựa với màu bạc sang trọng, trọng lượng chỉ 1.4 kg giúp bạn dễ mang theo bên mình
CPU Intel Core i3 1315U và card Intel UHD Graphics giúp lướt web, xem video, làm việc văn phòng, xử lý ảnh và chơi game nhẹ mượt mà
RAM 8 GB cho hiệu suất nhanh và hiệu quả cho công việc hàng ngày
Ổ cứng SSD 256GB cung cấp không gian đủ để lưu trữ tất cả các tập tin và tài liệu
Màn hình 14 inch Full HD cùng chống chói Anti Glare giúp giảm căng thẳng mắt hiệu quả
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinh vien,Laptop HP Probook 6560B,0,"Laptop văn phòng bền bỉ đáp ứng nhu cầu học tập, làm việc, giải trí
CPU Intel Core i5 - 2520M xử lý nhanh mọi tác vụ văn phòng
RAM 2GB cùng ổ cứng 120GB hỗ trợ khởi động, mở cùng lúc nhiều tác vụ nhanh chóng
Màn hình rộng 15.6 inch thoải mái xem phim, giải trí
Thiết kế cứng cáp, kiểu dáng hiện đại, dễ dàng bỏ vào balo
",,,Giá Liên Hệ,Intel HD Graphics 3000 Integrated,Intel Core i5-2520M (2.50 GHz đến 3.2 GHz),,DDR3 1333 MHz (Hỗ trợ RAM tối đa 8 GB),,120GB,,,Không,,15.6 inches,1366 x 768 pixels,,HD webcam,Có,,,Bluetooth 2.1 + EDR,"Headphones
Microphone",,6-cell Li-ion,374 x 251 x 34 mm (Dài x Rộng x Dày),2.5 kg,"4x USB 2.0
IEEE 1394 (Firewire)
LAN (RJ45)
VGA (D-Sub)
eSATA",,,,,,,,,
